id,likesCount,owner/is_mentionable,owner/is_private,owner/is_verified,repliesCount,text,timestamp,clean_text,us_count,them_count,negation_count,intensifier_count,hedge_count,is_polarized,sentiment,toxicity
18054137039242023,4,True,True,False,0,Twins,2025-04-16T09:59:00.000Z,Twins,0,0,0,0,0,False,neutral,0.0023967309389263
18043691231430347,12,False,True,False,0,,2025-04-16T10:03:09.000Z,,0,0,0,0,0,False,,
17963639696881391,2,True,True,False,0,We need term limits asap,2025-04-16T10:08:25.000Z,We need term limits asap,1,0,0,0,0,False,neutral,0.000682501879055
18391442602112033,3,True,True,False,0,He’s embarrassing,2025-04-16T10:02:32.000Z,He’s embarrassing,0,0,0,0,0,False,negative,0.3536513745784759
18026777324422613,12173,False,False,True,113,"No comments about the poor old man. He could have a broken hip, bone, or a concussion.",2025-04-16T00:47:04.000Z,"No comments about the poor old man. He could have a broken hip, bone, or a concussion.",0,0,0,0,1,False,negative,0.021125191822648
17945783009973133,9066,True,True,False,185,"So what you were telling me is he was walking into court, in accordance with the United States legal process, and instead of getting to go to his hearing he’s been kidnapped and sent off to a detention center?",2025-04-16T00:50:15.000Z,"So what you were telling me is he was walking into court, in accordance with the United States legal process, and instead of getting to go to his hearing he’s been kidnapped and sent off to a detention center?",0,0,0,1,0,False,negative,0.0007293288363143
17975637284835389,5838,True,False,False,126,What the FUCK is going on in this country,2025-04-16T00:42:12.000Z,What the FUCK is going on in this country,0,0,0,0,0,False,negative,0.9871788024902344
17928783768044240,1521,True,False,False,21,Due process has left the chat,2025-04-16T01:14:49.000Z,Due process has left the chat,0,0,0,0,0,False,neutral,0.0007264875457622
17861086377391170,92,True,False,False,0,What’s the update on the poor innocent elderly bystander?,2025-04-16T01:30:59.000Z,What’s the update on the poor innocent elderly bystander?,0,0,0,0,0,False,negative,0.0093400245532393
"1,81E+16",2201,True,False,False,18,Bystander just got paid,2025-04-16T00:42:23.000Z,Bystander just got paid,0,0,0,0,0,False,neutral,0.0488577783107757
18106680388494714,665,True,False,False,17,I bet these guys feel realllll cool,2025-04-16T00:49:54.000Z,I bet these guys feel realllll cool,0,0,0,0,0,False,positive,0.0010608151787891
17891155668229832,680,True,True,False,3,Nobody checked on the poor old man on the floor!?,2025-04-16T00:53:21.000Z,Nobody checked on the poor old man on the floor!?,0,0,0,0,0,False,negative,0.0155436480417847
18103811962506972,198,True,False,True,2,That bystander needs to sue for this assault. Just ridiculous,2025-04-16T01:04:37.000Z,That bystander needs to sue for this assault. Just ridiculous,0,0,0,0,0,False,negative,0.5486130118370056
18060886580282540,462,True,True,False,23,Is that man w the cane ok?!,2025-04-16T00:42:12.000Z,Is that man w the cane ok?!,0,0,0,0,0,False,negative,0.0035936026833951
18054085925229043,80,True,True,False,2,I hope the older gentleman sues.,2025-04-16T00:49:54.000Z,I hope the older gentleman sues.,0,0,0,0,0,False,negative,0.3105898201465606
17844813570447460,599,True,True,False,9,Prevent him from going to his court date?,2025-04-16T00:42:14.000Z,Prevent him from going to his court date?,0,0,0,0,0,False,neutral,0.0009735437924973
18381068509189663,1182,True,True,False,8,Bystander needs to sue the sh!t out of these guys,2025-04-16T00:49:24.000Z,Bystander needs to sue the sh!t out of these guys,0,0,0,0,0,False,negative,0.9278878569602966
18075910312750292,829,True,False,False,10,This is wrong. This is so wrong.,2025-04-16T00:44:47.000Z,This is wrong. This is so wrong.,0,0,0,1,0,False,negative,0.0031726825982332
18040304066207566,4641,False,False,False,169,So I'm calling out the Latinos for Trump this is how y'all wanted to be treated right?,2025-04-16T00:43:26.000Z,So I'm calling out the Latinos for Trump this is how y'all wanted to be treated right?,0,0,0,1,0,False,negative,0.0025016968138515
18032259599641208,305,False,True,False,2,Commie Sanders can shove it,2025-04-15T20:04:25.000Z,Commie Sanders can shove it,0,0,0,0,0,False,negative,0.237929880619049
17930179718914927,178,True,True,False,16,He’s a multimillionaire and Coachella is not cheap! Nobody read the room and not his target audience,2025-04-15T20:05:09.000Z,He’s a multimillionaire and Coachella is not cheap! Nobody read the room and not his target audience,0,0,2,0,0,False,negative,0.0694154724478721
18030714113347895,169,True,True,False,0,🙄🙄🙄 Communist with 3 mansions,2025-04-15T20:20:25.000Z,🙄🙄🙄 Communist with 3 mansions,0,0,0,0,0,False,negative,0.0184048898518085
18009505277738216,1,True,True,False,0,He’s one of them,2025-04-15T20:37:52.000Z,He’s one of them,0,1,0,0,0,False,neutral,0.0734300538897514
18030396365345324,18,True,False,False,0,Tell Mr Magoo to shut up 😂,2025-04-15T20:11:04.000Z,Tell Mr Magoo to shut up 😂,0,0,0,0,0,False,negative,0.8901033401489258
18057221813160882,16,True,False,False,0,Con man,2025-04-15T20:03:43.000Z,Con man,0,0,0,0,0,False,neutral,0.1641141772270202
17927525250044591,89,True,True,False,0,The communist is at it Again! This man is a Threat to Our Republic,2025-04-15T20:08:06.000Z,The communist is at it Again! This man is a Threat to Our Republic,1,0,0,0,0,False,negative,0.7418610453605652
18064200419006173,11,True,False,False,0,I thought Coachella was a music festival 😭😭🙏🙏 I don’t think he knows where he’s even at,2025-04-15T20:14:32.000Z,I thought Coachella was a music festival 😭😭🙏🙏 I don’t think he knows where he’s even at,0,0,1,0,2,False,negative,0.0008231385727412
17843574663464832,4,True,True,False,0,How did these people get to the show? Majority anyway,2025-04-15T20:15:35.000Z,How did these people get to the show? Majority anyway,0,0,0,0,0,False,negative,0.0009362827986478
18090781153581042,36,True,True,False,1,What would a man who’s never had a job outside of politics know about working class people? He epitomizes why socialism doesn’t work: there’s always going to be a ruling class. Guess where Bernie would fit?,2025-04-15T20:07:35.000Z,What would a man who’s never had a job outside of politics know about working class people? He epitomizes why socialism doesn’t work: there’s always going to be a ruling class. Guess where Bernie would fit?,0,0,2,0,3,False,negative,0.0053432560525834
17910103644100665,34,True,True,False,0,Feel him Bern!!! He is a failure and has not made one significant contribution to the US. He is an old school scam artist making people think communism works when we all know communism is a failed system and ideology. God bless 🇺🇸,2025-04-15T20:14:25.000Z,Feel him Bern!!! He is a failure and has not made one significant contribution to the US. He is an old school scam artist making people think communism works when we all know communism is a failed system and ideology. God bless 🇺🇸,2,0,1,0,1,True,negative,0.3591393530368805
18318806686204767,9,True,False,False,0,Grandpa is trying to be hip to the jive again...,2025-04-15T20:15:50.000Z,Grandpa is trying to be hip to the jive again...,0,0,0,0,0,False,neutral,0.0010649627074599
17883159348165355,31,True,False,False,0,Imagine this grumpy old man taking over a stage there. What a downer.,2025-04-15T20:17:27.000Z,Imagine this grumpy old man taking over a stage there. What a downer.,0,0,0,0,0,False,negative,0.7503698468208313
18045291347377368,6,True,False,False,0,The man that takes money from corporations is speaking,2025-04-15T22:08:19.000Z,The man that takes money from corporations is speaking,0,0,0,0,0,False,negative,0.0041179177351295
18325469419165456,12,True,True,False,2,If you’re at Coachella you already agree to all this crap 🤣,2025-04-15T20:13:49.000Z,If you’re at Coachella you already agree to all this crap 🤣,0,0,0,0,0,False,negative,0.8071568012237549
18042353819528615,1,False,True,False,0,❤️❤️❤️❤️,2025-04-16T01:16:53.000Z,❤️❤️❤️❤️,0,0,0,0,0,False,positive,0.0052201258949935
18059916287281490,1,True,False,False,0,8.2% really is way overshooting,2025-04-16T01:06:51.000Z,8.2% really is way overshooting,0,0,0,1,0,False,negative,0.0019043302163481
18045706454524176,7,True,True,False,0,"And billionaires are the ones crashing the stock market, so they can steal your retirement and purchase everything you used to own for pennies.On the dollar....",2025-04-16T01:59:19.000Z,"And billionaires are the ones crashing the stock market, so they can steal your retirement and purchase everything you used to own for pennies.On the dollar....",0,1,0,0,0,False,negative,0.1646507382392883
17928053574022011,1,False,True,False,0,Yet they have the nerve to talk ish about China 😒 stop deflecting USA!,2025-04-16T01:10:40.000Z,Yet they have the nerve to talk ish about China 😒 stop deflecting USA!,0,1,0,0,0,False,negative,0.0378924272954463
18065126914992653,0,False,True,False,1,"The top 1% pays half of all taxes.  Half!  We take in 5T in taxes each year.  That’s more than the GDP of Germany (3rd highest behind US and China). We take in 1.3 Trillion more than Germany if you adjust for population size.  Germany runs a deficit of about 100B whereas our deficit is 1.3 trillion already this year.  It’s a borrowing and spending problem, not a tax the rich problem.",2025-04-16T05:24:02.000Z,"The top 1% pays half of all taxes. Half! We take in 5T in taxes each year. That’s more than the GDP of Germany (3rd highest behind US and China). We take in 1.3 Trillion more than Germany if you adjust for population size. Germany runs a deficit of about 100B whereas our deficit is 1.3 trillion already this year. It’s a borrowing and spending problem, not a tax the rich problem.",4,0,1,0,0,True,neutral,0.0032350558321923
17931234789011195,2,False,True,False,0,,2025-04-16T02:19:23.000Z,,0,0,0,0,0,False,,
18018804677697871,1,True,False,False,0,It's noteworthy that we don't have a revenue/taxes problem. We have a spending problem.,2025-04-16T04:27:59.000Z,It's noteworthy that we don't have a revenue/taxes problem. We have a spending problem.,2,0,1,0,0,True,neutral,0.0010859443573281
17885870478143709,0,True,True,False,0,First lie IRS does not tax assets so their net worth is not income. Second lie a closer look shows most of their wealth accumulated under the Obama administration who put more Americans on food stamps than any other president🙈,2025-04-16T06:05:18.000Z,First lie IRS does not tax assets so their net worth is not income. Second lie a closer look shows most of their wealth accumulated under the Obama administration who put more Americans on food stamps than any other president🙈,0,2,2,0,0,True,negative,0.001761469640769
17949851648956569,1,False,True,False,0,"Not only that, they also don't pay into Social Security after hitting a certain amount. They need to raise the cap or remove it.",2025-04-16T01:06:50.000Z,"Not only that, they also don't pay into Social Security after hitting a certain amount. They need to raise the cap or remove it.",0,2,2,0,0,True,negative,0.0007947254925966
18057603839143111,0,False,True,False,1,Yes let's tax aoc Bernie sanders,2025-04-16T05:24:03.000Z,Yes let's tax aoc Bernie sanders,0,0,0,0,0,False,neutral,0.0021405892912298
17890388628221618,0,True,True,False,1,Fake news,2025-04-16T01:36:19.000Z,Fake news,0,0,0,0,0,False,neutral,0.0308505091816186
18000998717604410,0,True,True,False,0,Well the wealthiest people all vote democrat so good luck with that one,2025-04-16T01:03:57.000Z,Well the wealthiest people all vote democrat so good luck with that one,0,0,0,1,0,False,negative,0.0027255825698375
18032952938336655,0,True,True,False,0,"This is fake news. Totally fake. The demonrats are in the pockets of the richest entities in the world. On top of that, the top 1% pay more into taxes than the other 99%  You are so full of Shite.",2025-04-16T10:15:16.000Z,"This is fake news. Totally fake. The demonrats are in the pockets of the richest entities in the world. On top of that, the top 1% pay more into taxes than the other 99% You are so full of Shite.",0,0,0,2,0,False,negative,0.9324532747268676
18327349840162899,0,True,False,False,4,"Where were your demands for taxing billionaires when Biden was in office, you didn't make a single post about it then",2025-04-16T02:24:41.000Z,"Where were your demands for taxing billionaires when Biden was in office, you didn't make a single post about it then",0,0,1,0,0,False,negative,0.0020748670212924
18026030666444493,466,True,True,False,5,Why are American taxpayers funding elitist school to begin with?,2025-04-15T22:03:49.000Z,Why are American taxpayers funding elitist school to begin with?,0,0,0,0,0,False,negative,0.0010005043586716
17955085283940790,775,True,True,False,20,No university should be funded with taxpayer dollars. Especially universities that charge $80K for tuition and don’t admit taxpayers if they’re the wrong color.,2025-04-15T21:59:11.000Z,No university should be funded with taxpayer dollars. Especially universities that charge $80K for tuition and don’t admit taxpayers if they’re the wrong color.,0,1,1,1,0,True,negative,0.0009735437924973
18131077525417469,132,True,True,False,2,Why does a single tax payer dollar go to these institutions?,2025-04-15T22:05:24.000Z,Why does a single tax payer dollar go to these institutions?,0,0,0,0,0,False,negative,0.0009811719646677
18027627455410842,275,True,False,False,2,PRIVATE UNIVERSITY. You should never receive taxpayers money. Survive on your own dime,2025-04-15T22:25:24.000Z,PRIVATE UNIVERSITY. You should never receive taxpayers money. Survive on your own dime,0,0,1,0,0,False,negative,0.1141708493232727
18472503982066725,40,True,True,False,3,Why does a private university need federal funding?,2025-04-15T22:02:13.000Z,Why does a private university need federal funding?,0,0,0,0,0,False,neutral,0.0008103873697109
18224595694295229,3,True,False,True,0,👏👏👏,2025-04-16T02:19:12.000Z,👏👏👏,0,0,0,0,0,False,positive,0.0052201258949935
18083552035725419,473,False,True,False,14,"Well the Harvard president is right, they are a private institution and they can have whatever policy they want.....but the President also has the right to rescind Federal grants.",2025-04-15T21:59:27.000Z,"Well the Harvard president is right, they are a private institution and they can have whatever policy they want.....but the President also has the right to rescind Federal grants.",0,3,0,0,0,False,neutral,0.0006070755771361
17979297743820933,52,False,True,False,0,"""Private university"" is not private if my taxes fund it.",2025-04-15T23:10:11.000Z,"""Private university"" is not private if my taxes fund it.",0,0,1,0,0,False,neutral,0.0008830457809381
17964203249873198,74,False,True,False,2,Private universities should not receive one penny of taxpayer money. They charge ludicrous tuition fees and have millions in endowments. This is why we need DOGE more than ever.,2025-04-15T23:08:57.000Z,Private universities should not receive one penny of taxpayer money. They charge ludicrous tuition fees and have millions in endowments. This is why we need DOGE more than ever.,1,1,1,0,0,True,negative,0.0086107673123478
18092236765573548,13,True,False,False,0,Good! Give that money back to the taxpayers!,2025-04-15T22:14:33.000Z,Good! Give that money back to the taxpayers!,0,0,0,0,0,False,positive,0.0187610853463411
17880738534276298,18,True,False,False,1,"They are right, no government should be allowed to dictate what a PRIVATE university teaches, just as long as that PRIVATE university isn't being funded by the PUBLIC's money. As long as they fund themselves, then yea, do what you want",2025-04-15T22:02:41.000Z,"They are right, no government should be allowed to dictate what a PRIVATE university teaches, just as long as that PRIVATE university isn't being funded by the PUBLIC's money. As long as they fund themselves, then yea, do what you want",0,2,1,0,0,True,neutral,0.0010733063099905
18103435012507531,146,True,False,False,3,Excellent. Nothing bothers me more than my tax $ funding indoctrination centers like Harvard,2025-04-15T22:00:20.000Z,Excellent. Nothing bothers me more than my tax $ funding indoctrination centers like Harvard,0,0,0,0,0,False,negative,0.0030043430160731
18271423273256578,64,True,False,False,2,"How did Harvard turn into a 100% liberal, progoganda, brainwashing machine???!!!",2025-04-15T22:02:14.000Z,"How did Harvard turn into a 100% liberal, progoganda, brainwashing machine???!!!",0,0,0,0,0,False,negative,0.2758119106292724
18067834828935680,1,False,True,False,0,So free speech isn't a thing anymore?,2025-04-15T22:16:26.000Z,So free speech isn't a thing anymore?,0,0,1,1,0,False,negative,0.0015247863484546
17896031337085423,2,True,True,False,0,The Harvard President is correct. And public money should never have been given to them. Period.,2025-04-15T22:53:43.000Z,The Harvard President is correct. And public money should never have been given to them. Period.,0,1,1,0,0,True,negative,0.0005976693937554
17945797931844004,4473,False,True,False,209,So is ICE only deporting black and brown ppl? I’ve yet to see a report of any illegal Europeans being deported.,2025-04-16T02:39:23.000Z,So is ICE only deporting black and brown ppl? I’ve yet to see a report of any illegal Europeans being deported.,0,0,0,1,0,False,neutral,0.0038096301723271
17924017836062653,6575,True,True,False,66,I see some folks just couldn’t wait to play this role.,2025-04-16T02:15:52.000Z,I see some folks just couldn’t wait to play this role.,0,0,1,0,1,False,neutral,0.000577034545131
18363663757124581,1076,True,True,False,6,Absolutely terrifying,2025-04-16T02:14:07.000Z,Absolutely terrifying,0,0,0,1,0,False,negative,0.0631348937749862
18038612030269183,1717,True,False,False,13,We got to keep sharing these stories,2025-04-16T02:15:00.000Z,We got to keep sharing these stories,1,0,0,0,0,False,positive,0.0006047102506272
17875436829314794,331,True,False,False,10,This is appalling. I don’t know what universe I am in anymore,2025-04-16T03:46:25.000Z,This is appalling. I don’t know what universe I am in anymore,0,0,1,0,0,False,negative,0.0191974490880966
18004794659750514,2393,True,False,False,67,WTF is happening to this country.,2025-04-16T02:20:19.000Z,WTF is happening to this country.,0,0,0,0,0,False,negative,0.8392075896263123
18041413082448113,4768,True,True,False,122,Violation of human rights.,2025-04-16T02:13:37.000Z,Violation of human rights.,0,0,0,0,0,False,negative,0.0007208380266092
18049313495364978,1087,False,True,False,12,"“Terrible things are happening outside. Poor helpless people are being dragged out of their homes. Families are torn apart. Men, women, and children are separated. Children come home from school to find that their parents have disappeared.”
Anne Frank - January 13th, 1943",2025-04-16T03:47:01.000Z,"“Terrible things are happening outside. Poor helpless people are being dragged out of their homes. Families are torn apart. Men, women, and children are separated. Children come home from school to find that their parents have disappeared.” Anne Frank - January 13th, 1943",0,2,0,0,0,False,negative,0.0040701376274228
18072784249846556,22,True,True,False,1,This is what America voted for! SMH,2025-04-16T04:40:34.000Z,This is what America voted for! SMH,0,0,0,0,0,False,negative,0.0016229670727625
18000808682780578,36,True,False,False,1,Power has gone wild.,2025-04-16T03:39:48.000Z,Power has gone wild.,0,0,0,0,0,False,neutral,0.0024534282274544
17924668485066911,1615,False,True,False,26,"At what point does your own decency outweigh your job? Am I to believe that all of these ICE agents voted for Trump! Accountability for these despicable acts, will come for all those involved!",2025-04-16T02:20:40.000Z,"At what point does your own decency outweigh your job? Am I to believe that all of these ICE agents voted for Trump! Accountability for these despicable acts, will come for all those involved!",0,0,0,0,1,False,negative,0.0261059142649173
17844836550448006,276,True,False,False,4,"Not mentioned here was the fact that they were looking for someone completely different (someone named Antonio). So not only was he treated very badly, they didn't even get the right person",2025-04-16T03:04:27.000Z,"Not mentioned here was the fact that they were looking for someone completely different (someone named Antonio). So not only was he treated very badly, they didn't even get the right person",0,2,2,3,0,True,negative,0.0006487307837232
17908944594106985,2895,True,True,False,99,How the fuck is this shit legal?!,2025-04-16T02:13:43.000Z,How the fuck is this shit legal?!,0,0,0,0,0,False,negative,0.99320250749588
17842441170469846,43,True,True,False,4,Can someone identify these ICE agents?? This is the first time we’re seeing them without masks.,2025-04-16T02:21:54.000Z,Can someone identify these ICE agents?? This is the first time we’re seeing them without masks.,1,1,0,0,0,True,negative,0.0009697519708424
18304186117212393,840,True,False,False,9,,2025-04-16T02:32:59.000Z,,0,0,0,0,0,False,,
18104950663502089,27963,True,False,False,87,The “let them eat cake” of the 21st century.,2025-04-15T22:04:11.000Z,The “let them eat cake” of the 21st century.,0,1,0,0,0,False,negative,0.0019723358564078
18114554008460904,16142,True,False,False,19,"what happened to ""unnecessary government spending""?",2025-04-15T22:06:35.000Z,"what happened to ""unnecessary government spending""?",0,0,0,0,0,False,negative,0.0007495314348489
17947414847833951,14614,True,False,False,74,Anyone else feel like this is a deliberate middle finger to everyday Americans that are struggling to afford eggs?,2025-04-15T22:23:12.000Z,Anyone else feel like this is a deliberate middle finger to everyday Americans that are struggling to afford eggs?,0,0,0,0,0,False,negative,0.0244696680456399
18047993066346753,1175,True,False,False,15,Did the Department of Government Efficiency approve of this?,2025-04-15T22:13:55.000Z,Did the Department of Government Efficiency approve of this?,0,0,0,0,0,False,neutral,0.0006667023408226
18067577962760067,9300,True,False,False,138,"Are these paid for by us? Like I can’t even afford to buy eggs for myself anymore, but I’m going to be paying for eggs anyway?",2025-04-15T22:05:13.000Z,"Are these paid for by us? Like I can’t even afford to buy eggs for myself anymore, but I’m going to be paying for eggs anyway?",1,0,1,0,0,True,negative,0.0027900377754122
18175040593322933,2168,False,False,False,28,This is so tone deaf of him,2025-04-15T22:04:43.000Z,This is so tone deaf of him,0,0,0,1,0,False,negative,0.1363781839609146
18078272977689195,2281,True,False,False,7,Just like the Capitol in the Hunger Games.,2025-04-15T22:11:24.000Z,Just like the Capitol in the Hunger Games.,0,0,0,0,0,False,negative,0.0011030266759917
18029794034377876,6182,True,False,False,9,"I see I'm not the only one that immediately thought ""Let them eat cake.""",2025-04-15T22:06:01.000Z,"I see I'm not the only one that immediately thought ""Let them eat cake.""",0,1,1,0,1,True,neutral,0.0018031664658337
18014283809708089,1882,True,False,False,6,Is this the American version of let them eat cake?,2025-04-15T22:09:22.000Z,Is this the American version of let them eat cake?,0,1,0,0,0,False,neutral,0.0058881598524749
18065900893822016,2242,True,False,True,10,How is this not an Onion article,2025-04-15T22:40:18.000Z,How is this not an Onion article,0,0,1,0,0,False,negative,0.0008626077324151
18070609117899753,807,False,True,False,8,The absolute Antoinette of it all.,2025-04-15T22:06:27.000Z,The absolute Antoinette of it all.,0,0,0,0,0,False,negative,0.0009473089594393
18266864269274216,1715,True,True,False,14,How many could be fed by 30k eggs… and how much will that cost us? And how many of us can’t afford food for our kids but are paying for these fun game eggs? I have no words. I’m so disgusted.,2025-04-15T22:13:30.000Z,How many could be fed by 30k eggs… and how much will that cost us? And how many of us can’t afford food for our kids but are paying for these fun game eggs? I have no words. I’m so disgusted.,3,0,1,1,1,True,negative,0.057387538254261
"1,81E+16",788,True,False,False,35,"Um, because kids prefer this over candy in plastic eggs.....?",2025-04-15T22:07:18.000Z,"Um, because kids prefer this over candy in plastic eggs.....?",0,0,0,0,0,False,neutral,0.0018748616566881
18091388080576422,1127,False,True,False,15,"I am all for ditching plastic, but at my grocery store today the price of eggs was between $7 and $10.50 per dozen. Are they literally mocking working Americans right now? People can’t even afford to feed their children this incredible source of protein.",2025-04-15T22:43:33.000Z,"I am all for ditching plastic, but at my grocery store today the price of eggs was between $7 and $10.50 per dozen. Are they literally mocking working Americans right now? People can’t even afford to feed their children this incredible source of protein.",0,2,1,0,0,True,negative,0.0172427780926227
17916661895984421,1068,True,True,False,34,Who’s paying for the eggs?,2025-04-15T22:06:21.000Z,Who’s paying for the eggs?,0,0,0,0,0,False,neutral,0.0104486253112554
18063872837301326,3940,True,False,False,31,I’m glad there’s still decent people who care about the guy from Maryland,2025-04-16T03:02:21.000Z,I’m glad there’s still decent people who care about the guy from Maryland,0,0,0,0,0,False,positive,0.0011291546979919
17961521969907578,10,True,False,False,1,A lot of respect for these people speaking up 👏,2025-04-16T03:27:48.000Z,A lot of respect for these people speaking up 👏,0,0,0,0,0,False,positive,0.0005484792636707
18060908729092184,2502,False,True,False,16,"Seeing people from Iowa stand up for Kilmar makes me realize there are good people still here. There is hope, we just have to stay strong together and get LOUD.",2025-04-16T03:24:13.000Z,"Seeing people from Iowa stand up for Kilmar makes me realize there are good people still here. There is hope, we just have to stay strong together and get LOUD.",1,0,0,0,0,False,positive,0.0006166297243908
17897861673180592,123,True,False,False,22,Show the Google Earth images of the prison. Frightening.,2025-04-16T03:01:21.000Z,Show the Google Earth images of the prison. Frightening.,0,0,0,0,0,False,negative,0.0007208380266092
18042418532413801,206,False,False,False,5,Proud moment for my home state ✊🏼,2025-04-16T03:31:40.000Z,Proud moment for my home state ✊🏼,0,0,0,0,0,False,positive,0.0006719278171658
18050762969462786,1293,True,False,False,6,"I like the guy in the flag hat, asking questions.  He was having none of the bs.",2025-04-16T03:04:37.000Z,"I like the guy in the flag hat, asking questions. He was having none of the bs.",0,0,0,0,0,False,positive,0.0070664007216691
17927742494935360,55,True,True,False,0,WHY is this 91 year old man still a Senator?! 😭,2025-04-16T04:10:16.000Z,WHY is this 91 year old man still a Senator?! 😭,0,0,0,0,0,False,negative,0.0652465671300888
18039959969235954,171,True,False,True,16,…who did yall vote for…?,2025-04-16T03:02:02.000Z,…who did yall vote for…?,0,0,0,0,0,False,neutral,0.0038096301723271
18006053291745981,148,False,False,False,1,"If term limits had a poster child, he’d be it.",2025-04-16T03:07:13.000Z,"If term limits had a poster child, he’d be it.",0,0,0,0,0,False,negative,0.0015070489607751
18055415285185018,393,True,True,False,8,91 year old Chuck Grassley..wow! Time to go.,2025-04-16T03:17:03.000Z,91 year old Chuck Grassley..wow! Time to go.,0,0,0,0,0,False,negative,0.0021405892912298
18023895401669636,5,True,True,False,0,This is great to see. This case is a litmus test for the Trump administration to see how far they can take deportations.,2025-04-16T05:45:52.000Z,This is great to see. This case is a litmus test for the Trump administration to see how far they can take deportations.,0,1,0,0,0,False,positive,0.0012448432389646
17862647862384889,848,True,True,False,15,He’s 91. You're telling me they didn’t have ONE person who could have run against and beat him last election? NOT ONE??? IN THE WHOLE STATE? 😳,2025-04-16T03:03:32.000Z,He’s 91. You're telling me they didn’t have ONE person who could have run against and beat him last election? NOT ONE??? IN THE WHOLE STATE? 😳,0,1,2,0,1,True,negative,0.0173090957105159
18044663417419268,67,True,False,False,1,Vote them all out,2025-04-16T03:01:24.000Z,Vote them all out,0,1,0,0,0,False,negative,0.0342293232679367
18047081312096078,293,True,False,False,4,Momentum is building. Be ready America.,2025-04-16T04:13:44.000Z,Momentum is building. Be ready America.,0,0,0,0,0,False,positive,0.0007583599654026
17868910896357202,69,True,True,False,2,Good! Continue protesting & speaking out.,2025-04-16T03:51:05.000Z,Good! Continue protesting & speaking out.,0,0,0,0,0,False,positive,0.002368874149397
18092912722569828,1,True,False,False,0,👏,2025-04-16T02:38:07.000Z,👏,0,0,0,0,0,False,positive,0.0052201258949935
17863341849383257,31,True,True,False,0,Now this is a proper protest 😂,2025-04-16T01:29:45.000Z,Now this is a proper protest 😂,0,0,0,0,0,False,neutral,0.0056859068572521
18037657670284927,3,True,False,True,0,,2025-04-16T01:39:40.000Z,,0,0,0,0,0,False,,
18174692707322234,0,True,False,False,0,"So I have to get an 🍊 costume, got it!",2025-04-16T09:31:47.000Z,"So I have to get an 🍊 costume, got it!",0,0,0,1,0,False,neutral,0.0074030146934092
17901418812170113,5,True,False,False,0,It’s really a big shame considering the health concerns of residents within the dump site. Whatever the delay should be escalated!,2025-04-16T01:38:38.000Z,It’s really a big shame considering the health concerns of residents within the dump site. Whatever the delay should be escalated!,0,0,0,1,0,False,negative,0.0011879054363816
18084133714574708,1,True,False,False,0,😂😂😂😂,2025-04-16T01:58:10.000Z,😂😂😂😂,0,0,0,0,0,False,neutral,0.0052201258949935
17960233355778323,0,True,False,False,0,🙌,2025-04-16T08:29:34.000Z,🙌,0,0,0,0,0,False,positive,0.0052201258949935
18065992097497053,0,False,True,False,0,Well it got attention! 🤷‍♀️,2025-04-16T07:26:00.000Z,Well it got attention! 🤷‍♀️,0,0,0,0,0,False,positive,0.0009697519708424
